,artist,title,art_type,tech,movement,image,text
193,계산행려도,범관,중국 회화,견본담채 (絹本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133554896_IBFDZ07AH.jpg%2F2011021818563824.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=263&theight=530&opts=17,
194,바다 위에서 모이는 정령들 ; 서예,마린,동아시아미술,"비단 (회화), 먹(soie (peinture), encre de Chine)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919110621582_EORLJNFKY.jpg%2F99-022346.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=281&opts=17,
195,지장보살도,,불교 회화,견본채색,불교미술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_22%2F20140923213601567_WZ6VAJDJ2.jpg%2FKB02-053.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=205&theight=530&opts=17,"하반신은 약간 오른쪽을 향하면서 상반신을 왼쪽으로 약간 들어 정면을 향한 자세로 두 손으로 석장을 잡고 연화대좌 위에 선 모습의 지장보살도이다. 색채는 빨강, 녹청, 군청을 주조색으로 하면서 백색도 부분적으로 사용하였다. 묘선의 육신부는 가는 먹선으로 윤곽을 잡고 그 선을 따라 붉은 선을 중복하여 그었으며 법의의 테두리와 주름선은 먹 선 위에 금니 선을 그어 표현하였는데 모든 선이 속도감이 있어 활력에 넘친다. 중심문양은 가사의 연화당초원문, 치마의 원화문을 금니로 그렸다.전체적인 특색으로는 묘사가 매우 섬세하고 기교가 뛰어나며 세련된 품격을 지닌 작품으로 유연함도 돋보인다. 특히 오른팔이 어렴풋이 들여다보이게 묘사된 대의의 표현은 세련된 화취를 지녔으며 이는 화면 각부의 묘사와도 조화되어 규제적이며 정치한 아름다움을 느끼게 한다. 제작 시기는 가슴의 왼쪽에 보이는 금속장식이 근진미술관의 아미타여래도(1306년)에서 보이는 것과 유사하여 제작 시기도 근접해 있을 것으로 짐작되나, 화풍상 그보다는 앞서 있는 것으로 생각되어 13세기 말엽으로 볼 수도 있지 않을까 한다. 고려불화 가운데 장식성과 함께 유연성, 정취성을 함께 지닌 가장 자연스러움을 지닌 작품으로 평가된다."
196,탄트라 경전 신성의 만다라 (우주를 상징하는 원),,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919141616874_393XIN1WL.jpg%2F06-527430.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=319&theight=530&opts=17,
197,직조공,,동아시아미술,회화(peinture (technique)),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919115931629_W8KHZISNT.jpg%2F04-005349.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=424&theight=530&opts=17,
198,초록서정,이해경,동양화,한지위에 혼합재료(mixed media on Korean paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141005064748973_MN0A67OHA.jpg%2F%25EC%259D%25B4%25ED%2595%25B4.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=394&opts=17,"이해경 작가의 ‘초록 서정’은 자연을 소재로 하여 우리가 잊고 있었던 조화로운 이상향을 표현한다. 초롱꽃, 메꽃, 양귀비, 달개비 등의 소소한 꽃들과 새와 작은 곤충들이 놀라운 섬세함으로 표현되어 마치 신사임당의 초충도가 현대적으로 재현된 듯하다. 삶에 대한 이해와 통찰을 오랜 인고와 정성으로 드러낸 ‘초록서정’은 자연의 이상적인 조화를 일깨워주며 우리에게 소중한 휴식과 풍요로움을 선사한다."
199,유명한 여자 문인들,,동아시아미술,"비단 (회화), 색 잉크, 먹(soie (peinture), encre de couleur, encre de Chine)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919125252797_VKZ3K8N6D.jpg%2F09-511575.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=144&theight=530&opts=17,
200,소나무 아래의 호랑이와 까치,,극동아시아미술,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_111%2F20141115131310037_F6RN6EE93.jpg%2F2011050312433202.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=413&theight=530&opts=17,
201,꽃 위에 앉은 나비,시암,동아시아미술,"종이, 세밀화, 물감(papier (matière), miniature (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919101107772_KNCA4TVBB.jpg%2F88-004828.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=441&theight=530&opts=17,
202,"제 9지옥의 왕, 두쉬 왕",,극동아시아미술,"종이, 채색 잉크, 먹(papier (matière), encre de couleur, encre de Chine)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_111%2F20141115130309083_L71RXLHMF.jpg%2F2011050312421198.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=263&theight=530&opts=17,
203,미나모토노요리토모상,후지와라노 타카노부,일본 회화,비단에 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130755331_I5EW4GE33.jpg%2F2011021818481642.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=408&theight=530&opts=17,
204,송림도병풍,,일본 회화,지본묵화(Ink on paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004194515802_5QO4DJ67Q.jpg%2FJapan_Art_68.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=322&opts=17,
205,서호유정도,하규,중국 회화,견본담채 (絹本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110134314068_EFZFNCSS2.jpg%2F2011021818585553.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=291&theight=530&opts=17,
206,일월산수도,,일본 회화,종이에 금지 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131353345_YLDZKDJDM.jpg%2F2011021818495545.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=161&opts=17,
207,촉산몽유도,이인,일본 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110141420146_3OSX6R7TJ.jpg%2F2011021819072534.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=223&theight=530&opts=17,
208,매화산조,진홍수,중국 회화,비단에 먹과채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140212077_LCA15CGC8.jpg%2F2011021819041253.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=209&theight=530&opts=17,
209,여장 남자 배우 나카무라 쿠메스케의 초상,,동아시아미술,니시키에 판화(estampe nishike-e),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919111633654_UZPUILJKW.jpg%2F00-023069.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=265&theight=530&opts=17,
210,도자묵보,오도자,중국 회화,종이에 백묘,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110132926915_KR6PXDXPU.jpg%2F2011021818543504.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=586&theight=530&opts=17,
211,지본묵화담채주무숙애련도,,일본 회화,"지본묵화담채, 괘폭장(Ink and light color on paper, hanging scroll)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004194257721_G3NL3ULTX.jpg%2FJapan_Art_59.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=210&theight=530&opts=17,
212,"나디 다키니 (""붉은 다키니"") 형상을 한 바즈라바라히 (즐거움의 화신)",,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919142038530_9XL0WMZ3H.jpg%2F06-527446.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=410&theight=530&opts=17,
213,"남근상 숭배, 또는 무릎을 꿇고 있는 젊은 여인과 그 뒤의 네 명의 여인",,동아시아미술,"세밀화 (회화), 물감(miniature (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919143728430_3H5OAOEHQ.jpg%2F79-001417.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=334&theight=530&opts=17,
214,족자,타카유키 사키야마,동아시아미술,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919124010616_C03DY559K.jpg%2F08-551218.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=222&theight=530&opts=17,
215,산수병풍,,일본 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130444215_KRJZJ75J8.jpg%2F2011021818473173.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=356&opts=17,
216,목걸이를 들고 있는 여자,,동아시아미술,"종이, 비단, 세밀화, 물감(papier (matière), soie (peinture), miniature (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919143730296_3EZYFL6CJ.jpg%2F05-513409.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=351&theight=530&opts=17,
217,통도사 시왕도,,불교 회화,,불교미술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_22%2F20140923220609478_7LE679L15.jpg%2FKB02-146.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=398&theight=530&opts=17,"망인 1주기의 일을 관장하는 도시대왕의 심판장면 및 지옥을 묘사한 도시대왕도(都市大王圖)이다. 도시대왕은 도제왕(都帝王) 또는 도조왕(都弔王)이라고도 하는데 사람들에게 법화경 및 아미타불 조성의 공덕을 말해주는 왕이라 한다. 『예수시왕생칠경』과 『발심인연시왕경』에서도 죽은 이를 위해 유족들이 조불(造佛)의 공덕을 쌓아야 능히 죽은 자의 고통을 덜고 그 공덕에 의해 좋은 생처(生處)를 정할 수 있다고 설하고 있다.지옥장면은 대개 두 장면으로 압축되는데, 중심부분은 긴 장대를 세우고 업칭에 죄인의 죄의 경중을 다는 부분이다. 업칭은 경전에 의하면 제4오관대왕도에 표현되는 것이 원칙이지만, 조선후기 시왕도에서는 대부분 도시대왕도에 표현된다. 화면의 오른쪽 구석에는 매서운 추위로 고통을 당한다고 하는 한빙지옥(寒氷地獄)이 묘사되었는데, 3명의 죄인이 빙산에 갇혀 떨고 있고 옆에서 옥졸이 이를 감시하고 있다. 그리고 주위에는 판관들과 말을 타고 달려오는 사자 및 결박당한 채 앉아 있는 죄인들의 모습이 보인다."
218,테라스에서 후지산을 주시하는 사람들,카츠시카 호쿠사이,동아시아미술,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919112631388_PSIZ8CST8.jpg%2F97-022106.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=473&opts=17,
219,우유 바다를 두드리기,,동아시아미술,"세밀화 (회화), 물감(miniature (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919143705132_B8G8HMN6G.jpg%2F76-000311.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=353&theight=530&opts=17,
220,새,,동아시아미술,"종이, 세밀화, 물감, 수채화(papier (matière), miniature (peinture), gouache, aquarelle)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919101042931_YP927OH1M.jpg%2F07-524214.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=690&theight=451&opts=17,
221,연자화도,코린 오가타,일본 회화,종이에 금지 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131755685_4S6ODX4S3.jpg%2F2011021818510532.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=283&opts=17,
222,길상천상,,일본 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130312756_297P2E6SO.jpg%2F2011021818471646.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=359&theight=530&opts=17,
223,방동원산수도,팔대산인,중국 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140518431_4DO8T6S2F.jpg%2F2011021819045313.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=275&theight=530&opts=17,
224,춘산행려도,이소도,중국 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110132914640_AQJ76L4L9.jpg%2F2011021818543390.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=301&theight=530&opts=17,
225,노자기우도,조보지,중국 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133917715_4YXHWFAPB.jpg%2F2011021818572097.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=211&theight=530&opts=17,
226,한강조정도,이성,중국 회화,비단에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110133521712_Z6YV3QJBW.jpg%2F2011021818562466.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=316&theight=530&opts=17,
227,설중매죽유금도,카노 탄유,일본 회화,종이에 담채 금니인,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131653397_TIXK3FF6Q.jpg%2F2011021818503445.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=242&opts=17,
228,매,,동아시아미술,"종이, 세밀화, 흰색 부분 강조, 데생(papier (matière), miniature (peinture), rehauts de blanc, dessin (technique))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919101045634_EQXOXXEGD.jpg%2F09-500897.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=328&theight=530&opts=17,
229,Sleeping Beauty,히로시 고바야시,아크릴화,Acrylic on canvas,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004160504127_17SKVGX9L.jpg%2FHiroshi%2B03.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=512&opts=17,
230,오방 신,,동아시아미술,회화(peinture (technique)),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919113548388_1KY320KD5.jpg%2F99-024864.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=381&theight=530&opts=17,
231,이치카와단주로 다케누키고로,,일본 회화,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004200451280_GCEAL8P25.jpg%2FJapan_Art_342.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=329&theight=530&opts=17,
232,화훼도,카이호오 유우쇼오,일본 회화,종이에 금지 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131334323_NC9K911NY.jpg%2F2011021818495288.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=338&opts=17,
233,과목죽석도,조맹부,중국 회화,비단에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110135113246_QCSA1BOVZ.jpg%2F2011021819012299.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=256&theight=530&opts=17,
234,세밀화 : 꽃들과 나비들,,인도/이슬람 미술,"세밀화, 과슈(miniature (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_89%2F20141109234342966_KISOPY19K.jpg%2F2011012512391573.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=359&theight=530&opts=17,
235,산수도,정선,수묵화,비단에 수묵(Ink on silk),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_58%2F20141007130923298_DBZWKR51B.jpg%2FMA01190215800.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=565&theight=530&opts=17,"비 내리는 여름날 습윤한 대기에 휩싸인 산촌풍경으로, 적막한 협곡에 불어난 물소리와 추적추적 내리는 빗소리가 감도는 작품이다. 하단에 들어찬 수목들은 지엽枝葉을 먹구름처럼 필하는 겸재 특유의 화송법畵松法으로 분방하게 그려 넣고, 굵고 풍부한 먹감으로 근경을 표현해 운무의 여백과 강한 대비를 줬다. 원경의 봉우리는 토산을 그릴때 쓰는 미가운산법米家雲山法으로 여름날에 우거진 산세를 정감있게 그려냈는데 특히 운무로 구분된 원경과의 절묘한 경계가 매우 뛰어나다. 강가에 작게 표현된 촌부가 도롱이에 삿갓까지 채비한 뒷모습에서 장마 낀 여름날의 정취를 물씬 느낄 수 있는 작품이다."
236,영원의 뱀 위에 앉아 있는 비슈누 신,,동아시아미술,세밀화 (회화)(miniature (peinture)),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919125250049_Y8K0P8QMP.jpg%2F78-000311.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=380&theight=530&opts=17,
237,운림세동도,최자충,중국 회화,비단에 먹과채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140209354_5ZQ2UL98C.jpg%2F2011021819040904.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=173&theight=530&opts=17,
238,에로틱한 장면,,동아시아미술,"종이, 회화(papier (matière), peinture (technique))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919124225600_1E6RB5V07.jpg%2F09-519805.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=515&theight=530&opts=17,
239,몽고족남성의 얼굴,한락연,,종이에 담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_55%2F20141004072721100_35NTVYVB6.jpg%2F%25ED%2595%259C%25EB%259D%25BD.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=494&theight=530&opts=17,
240,여장 남자 배우 마츠모토 요네사부로의 초상,토스사이 사라쿠,동아시아미술,니시키에 판화(estampe nishike-e),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919111210102_M28ATD4EE.jpg%2F00-018737.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=350&theight=530&opts=17,
241,"샤머니즘 신성 (수염을 기르고, 깃달인 모자를 쓴 고관)",,동아시아미술,"종이, 회화(papier (matière), peinture (technique))",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919145019122_H4KFS4ETW.jpg%2F96-007964.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=314&theight=530&opts=17,
242,애련설도,"하서웅, 옹방강",일본 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110142056150_RRPW17MZI.jpg%2F2011021819090457.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=226&opts=17,
243,바즈라바하리 (쾌락의 여화신) (티벳어로 도레파그모)의 만다라 (우주를 상징하는 원),,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919124440601_VNLZZ9DCK.jpg%2F05-509703.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=338&theight=530&opts=17,
244,아미타팔대보살도,,불교 회화,견본채색,불교미술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_22%2F20140923213044431_TH8QGA17O.jpg%2FKB02-037.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=315&theight=530&opts=17,"높은 대좌 위에 결가부좌한 아미타여래를 중심으로 여덟의 보살을 배치한 통례의 아미타팔대보살도이다. 관음과 세지, 지장보살의 배치는 송미사 그림과 같으나 각 보살의 손 모습이나 지물, 그리고 향하는 방향이 약간 다르다. 묘법은 색감의 경우 빨강, 녹청, 군청을 주조색으로 하고 있어 통례를 벗어나고 있지 않으나, 묘선은 굵고 탄력을 잃어 상용에서 생동감이 많이 줄어든 듯 보인다. 특히 보살들은 신장을 짧게 묘사한 원인도 있겠지만 천의가 매우 무겁게 느껴지고 따라서 경쾌한 율동감을 상실하고 있다. 생동감을 잃은 표정, 작아진 입술, 유형화된 문양과 천의 등 송미사 그림에서 보이던 화취와는 많은 차이가 있어 제작 시기도 14세기 말엽까지 내려오지 않을까 생각된다."
245,산거도,이인,일본 회화,비단에 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110141358705_ZXKP86NJ2.jpg%2F2011021819071993.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=271&theight=530&opts=17,
246,회도,에이토쿠 카노,일본 회화,종이에 금지 설채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110131222677_7VYH10KV6.jpg%2F2011021818493689.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=690&theight=250&opts=17,
247,종규출유도,화암,중국 회화,견본담채 (絹本淡彩),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140819629_L4FWE6UMY.jpg%2F2011021819054549.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=483&theight=530&opts=17,
248,죽석도,관도승,중국 회화,종이에 수묵,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110135116491_ZKIN1DC8G.jpg%2F2011021819012582.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=172&theight=530&opts=17,
249,장미와 밤 꾀꼬리,,인도/이슬람 미술,세밀화(miniature (peinture)),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_89%2F20141109234314820_S594INF75.jpg%2F2011012512391478.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=409&theight=530&opts=17,
250,노백도,이방응,일본 회화,종이에 수묵담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110141255611_HY9R4YQU9.jpg%2F2011021819070170.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=240&theight=530&opts=17,
251,칼리아샤 산 위에서 파르바티의 예배를 받는 시바 신,,동아시아미술,"종이, 세밀화, 물감(papier (matière), miniature (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919143704040_98PK0R9RV.jpg%2F99-001594.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=319&theight=530&opts=17,
252,도연명도,진홍수,중국 회화,비단에 수묵담채,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110140208024_DMP03IT8O.jpg%2F2011021819040705.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=507&theight=530&opts=17,
253,서벽여자군상,,일본 회화,,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110130227191_1LVXMNU7J.jpg%2F2011021818465346.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=419&theight=530&opts=17,
254,Sealed Smile,김지희,동양화,장지에 채색(Color on korean paper),,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_62%2F20141014145605776_Y5Y8GFHUH.jpg%2F2.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=427&theight=530&opts=17,
255,수호신 삼라바,,동아시아미술,"화포 (회화), 물감(toile (peinture), gouache)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919145304819_ALPWL7FM1.jpg%2F04-514698.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=493&theight=530&opts=17,
256,철괴도,안휘,중국 회화,비단에 채색,,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_93%2F20141110135326878_5TMOS1K51.jpg%2F2011021819015147.jpg%3Ftype%3Dw690_fst%26wm%3DN%22&twidth=265&theight=530&opts=17,
257,샤마르파 (티베트불교 종파 중 하나) 승려,,동아시아미술,"화포 (회화), 데트랑프(toile (peinture), détrempe)",,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F3329_000_8%2F20140919124226397_G54U397D0.jpg%2F09-575945.jpg%3Ftype%3Dw690_fst_n%26wm%3DY%22&twidth=283&theight=530&opts=17,
